case_id,case_type
2535,數名被告
2536,單純原被告各一
2537,單純原被告各一
2538,單純原被告各一
2539,單純原被告各一
2540,單純原被告各一
2541,單純原被告各一
2542,單純原被告各一
2543,單純原被告各一
2544,單純原被告各一
2545,單純原被告各一+§188僱用人案型
2546,單純原被告各一
2547,單純原被告各一
2548,單純原被告各一
2549,單純原被告各一
2550,單純原被告各一
2551,單純原被告各一
2552,單純原被告各一
2553,單純原被告各一+§187未成年案型
2554,單純原被告各一
2555,單純原被告各一
2556,單純原被告各一
2557,單純原被告各一
2558,單純原被告各一
2559,單純原被告各一
2560,單純原被告各一
2561,單純原被告各一
2562,單純原被告各一
2563,單純原被告各一
2564,單純原被告各一
2565,單純原被告各一
2566,數名原告
2567,單純原被告各一
2568,單純原被告各一
2569,單純原被告各一
2570,單純原被告各一
2571,單純原被告各一
2572,單純原被告各一
2573,單純原被告各一
2574,單純原被告各一
2575,單純原被告各一
2576,單純原被告各一
2577,單純原被告各一
2578,單純原被告各一+§188僱用人案型
2579,單純原被告各一+§188僱用人案型
2580,單純原被告各一
2581,單純原被告各一+§188僱用人案型
2582,數名被告+§188僱用人案型
2583,單純原被告各一
2584,單純原被告各一
2585,單純原被告各一
2586,單純原被告各一
2587,單純原被告各一
2588,單純原被告各一
2589,單純原被告各一
2590,單純原被告各一
2591,數名原告
2592,原被告皆數名+§187未成年案型
2593,單純原被告各一
2594,單純原被告各一
2595,原被告皆數名+§188僱用人案型
2596,單純原被告各一
2597,單純原被告各一
2598,單純原被告各一
2599,單純原被告各一
2600,單純原被告各一
2601,單純原被告各一
2602,單純原被告各一
2603,單純原被告各一
2604,單純原被告各一
2605,單純原被告各一
2606,單純原被告各一
2607,數名原告
2608,單純原被告各一
2609,單純原被告各一
2610,數名原告
2611,單純原被告各一
2612,單純原被告各一
2613,單純原被告各一
2614,單純原被告各一
2615,數名原告
2616,單純原被告各一
2617,數名原告
2618,數名原告
2619,數名被告
2620,單純原被告各一
2621,單純原被告各一
2622,單純原被告各一
2623,單純原被告各一
2624,單純原被告各一
2625,單純原被告各一
2626,單純原被告各一+§188僱用人案型
2627,單純原被告各一
2628,單純原被告各一
2629,數名被告
2630,單純原被告各一
2631,單純原被告各一
2632,數名被告+§188僱用人案型
2633,單純原被告各一
2634,單純原被告各一
2635,單純原被告各一
2636,單純原被告各一
2637,單純原被告各一+§190動物案型
2638,數名被告+§188僱用人案型
2639,單純原被告各一
2640,單純原被告各一
2641,單純原被告各一
2642,單純原被告各一
2643,單純原被告各一
2644,單純原被告各一
2645,數名原告
2646,單純原被告各一
2647,單純原被告各一
2648,單純原被告各一
2649,數名原告
2650,單純原被告各一
2651,單純原被告各一
2652,單純原被告各一
2653,單純原被告各一
2654,單純原被告各一
2655,單純原被告各一
2656,數名原告
2657,單純原被告各一
2658,數名原告
2659,單純原被告各一
2660,單純原被告各一
2661,單純原被告各一
2662,單純原被告各一
2663,單純原被告各一
2664,單純原被告各一
2665,單純原被告各一
2666,數名被告
2667,單純原被告各一
2668,單純原被告各一
2669,單純原被告各一
2670,單純原被告各一
2671,數名原告
2672,單純原被告各一
2673,單純原被告各一
2674,數名被告
2675,單純原被告各一
2676,單純原被告各一
2677,單純原被告各一
2678,單純原被告各一
2679,單純原被告各一
2680,數名被告+§188僱用人案型
2681,單純原被告各一
2682,單純原被告各一
2683,單純原被告各一
2684,單純原被告各一
2685,數名被告+§187未成年案型
2686,單純原被告各一
2687,單純原被告各一
2688,單純原被告各一
2689,單純原被告各一
2690,單純原被告各一
2691,單純原被告各一
2692,單純原被告各一
2693,數名原告
2694,單純原被告各一
2695,單純原被告各一
2696,單純原被告各一+§188僱用人案型
2697,數名原告
2698,單純原被告各一
2699,單純原被告各一
2700,單純原被告各一
2701,單純原被告各一
2702,單純原被告各一
2703,單純原被告各一
2704,數名原告
2705,單純原被告各一
2706,單純原被告各一
2707,單純原被告各一
2708,單純原被告各一
2709,單純原被告各一
2710,單純原被告各一
2711,單純原被告各一
2712,單純原被告各一
2713,單純原被告各一
2714,單純原被告各一
2715,數名被告+§188僱用人案型
2716,單純原被告各一
2717,單純原被告各一
2718,單純原被告各一+§188僱用人案型
2719,單純原被告各一
2720,單純原被告各一
2721,單純原被告各一
2722,單純原被告各一
2723,單純原被告各一
2724,單純原被告各一
2725,單純原被告各一
2726,單純原被告各一
2727,單純原被告各一
2728,單純原被告各一
2729,單純原被告各一
2730,數名被告+§188僱用人案型
2731,單純原被告各一
2732,單純原被告各一
2733,單純原被告各一+§188僱用人案型
2734,單純原被告各一
2735,單純原被告各一
2736,單純原被告各一
2737,單純原被告各一
2738,單純原被告各一
2739,單純原被告各一
2740,單純原被告各一
2741,單純原被告各一
2742,單純原被告各一
2743,單純原被告各一
2744,單純原被告各一
2745,單純原被告各一
2746,數名被告
2747,數名被告+§188僱用人案型
2748,單純原被告各一
2749,單純原被告各一
2750,單純原被告各一
2751,數名原告
2752,單純原被告各一
2753,單純原被告各一+§188僱用人案型
2754,單純原被告各一
2755,單純原被告各一
2756,單純原被告各一
2757,單純原被告各一+§188僱用人案型
2758,單純原被告各一
2759,單純原被告各一
2760,單純原被告各一
2761,數名原告
2762,數名原告
2763,單純原被告各一
2764,單純原被告各一
2765,單純原被告各一
2766,單純原被告各一
2767,單純原被告各一
2768,單純原被告各一
2769,單純原被告各一
2770,單純原被告各一
2771,單純原被告各一
2772,數名被告+§188僱用人案型
2773,單純原被告各一
2774,單純原被告各一
2775,單純原被告各一
2776,單純原被告各一
2777,單純原被告各一
2778,單純原被告各一
2779,單純原被告各一
2780,單純原被告各一
2781,單純原被告各一
2782,單純原被告各一
2783,單純原被告各一
2784,數名被告+§188僱用人案型
2785,單純原被告各一
2786,單純原被告各一
2787,單純原被告各一+§188僱用人案型
2788,單純原被告各一
2789,單純原被告各一
2790,單純原被告各一
2791,單純原被告各一
2792,單純原被告各一+§188僱用人案型
2793,單純原被告各一+§188僱用人案型
2794,單純原被告各一
2795,單純原被告各一
2796,單純原被告各一
2797,單純原被告各一
2798,單純原被告各一
2799,單純原被告各一
2800,單純原被告各一+§188僱用人案型
2801,數名原告
2802,單純原被告各一
2803,單純原被告各一
2804,單純原被告各一
2805,單純原被告各一
2806,單純原被告各一
2807,單純原被告各一
2808,單純原被告各一
2809,單純原被告各一
2810,單純原被告各一
2811,單純原被告各一
2812,單純原被告各一
2813,數名被告+§187未成年案型
2814,單純原被告各一
2815,單純原被告各一
2816,單純原被告各一
2817,單純原被告各一+§188僱用人案型
2818,單純原被告各一
2819,單純原被告各一
2820,單純原被告各一
2821,單純原被告各一
2822,單純原被告各一+§188僱用人案型
2823,單純原被告各一
2824,單純原被告各一
2825,單純原被告各一
2826,單純原被告各一
2827,單純原被告各一
2828,單純原被告各一
2829,單純原被告各一
2830,單純原被告各一
2831,單純原被告各一
2832,單純原被告各一+§188僱用人案型
2833,數名原告
2834,單純原被告各一
2835,單純原被告各一+§188僱用人案型
2836,單純原被告各一
2837,單純原被告各一
2838,單純原被告各一
2839,單純原被告各一
2840,單純原被告各一+§188僱用人案型
2841,單純原被告各一
2842,單純原被告各一
2843,單純原被告各一
2844,數名被告+§187未成年案型
2845,單純原被告各一
2846,單純原被告各一
2847,單純原被告各一
2848,單純原被告各一
2849,單純原被告各一
2850,數名被告+§187未成年案型
2851,單純原被告各一+§188僱用人案型
2852,單純原被告各一
2853,單純原被告各一
2854,單純原被告各一
2855,單純原被告各一
2856,單純原被告各一
2857,單純原被告各一
2858,單純原被告各一
2859,單純原被告各一
2860,單純原被告各一+§188僱用人案型
2861,單純原被告各一
2862,單純原被告各一
2863,單純原被告各一
2864,數名原告
2865,單純原被告各一
2866,單純原被告各一
2867,單純原被告各一
2868,單純原被告各一
2869,單純原被告各一+§188僱用人案型
2870,單純原被告各一
2871,單純原被告各一
2872,單純原被告各一
2873,單純原被告各一
2874,單純原被告各一
2875,數名被告+§188僱用人案型
2876,單純原被告各一
2877,單純原被告各一
2878,數名被告+§187未成年案型
2879,單純原被告各一
2880,單純原被告各一
2881,單純原被告各一
2882,單純原被告各一
2883,單純原被告各一
2884,單純原被告各一
2885,數名被告+§188僱用人案型
2886,單純原被告各一
2887,單純原被告各一+§188僱用人案型
2888,單純原被告各一
2889,單純原被告各一
2890,數名被告+§188僱用人案型
2891,單純原被告各一+§188僱用人案型
2892,單純原被告各一
2893,單純原被告各一
2894,數名被告+§188僱用人案型
2895,單純原被告各一
2896,數名被告+§188僱用人案型
2897,單純原被告各一
2898,單純原被告各一
2899,單純原被告各一
2900,單純原被告各一
2901,數名被告+§188僱用人案型
2902,單純原被告各一
2903,單純原被告各一
2904,單純原被告各一
2905,單純原被告各一
2906,數名原告
2907,數名被告+§187未成年案型
2908,單純原被告各一
2909,單純原被告各一
2910,單純原被告各一
2911,數名原告
2912,數名原告
2913,單純原被告各一
2914,單純原被告各一
2915,單純原被告各一
2916,數名被告+§187未成年案型
2917,單純原被告各一
2918,單純原被告各一
2919,單純原被告各一
2920,單純原被告各一
2921,單純原被告各一
2922,單純原被告各一
2923,單純原被告各一
2924,單純原被告各一
2925,單純原被告各一
2926,單純原被告各一
2927,單純原被告各一
2928,單純原被告各一
2929,單純原被告各一
2930,原被告皆數名
2931,數名被告
2932,單純原被告各一
2933,單純原被告各一
2934,單純原被告各一
2935,單純原被告各一
2936,單純原被告各一
2937,數名原告
2938,單純原被告各一
2939,單純原被告各一
2940,單純原被告各一
2941,單純原被告各一
2942,單純原被告各一
2943,單純原被告各一
2944,單純原被告各一
2945,數名被告+§188僱用人案型
2946,單純原被告各一
2947,單純原被告各一
2948,單純原被告各一
2949,單純原被告各一+§188僱用人案型
2950,單純原被告各一
2951,數名被告
2952,單純原被告各一
2953,單純原被告各一
2954,單純原被告各一
2955,單純原被告各一
2956,單純原被告各一
2957,單純原被告各一
2958,單純原被告各一
2959,數名被告+§187未成年案型
2960,原被告皆數名+§187未成年案型
2961,數名原告
2962,單純原被告各一
2963,單純原被告各一
2964,單純原被告各一
2965,數名被告+§188僱用人案型
2966,單純原被告各一
2967,單純原被告各一
2968,單純原被告各一
2969,單純原被告各一
2970,單純原被告各一
2971,單純原被告各一
2972,單純原被告各一
2973,單純原被告各一
2974,單純原被告各一
2975,單純原被告各一
2976,單純原被告各一
2977,數名被告
2978,單純原被告各一
2979,數名被告
2980,單純原被告各一+§188僱用人案型
2981,單純原被告各一
2982,數名被告+§187未成年案型
2983,數名被告+§188僱用人案型
2984,單純原被告各一
2985,單純原被告各一
2986,單純原被告各一
2987,單純原被告各一
2988,單純原被告各一
2989,數名原告
2990,單純原被告各一
2991,單純原被告各一
2992,單純原被告各一
2993,數名原告
2994,單純原被告各一+§188僱用人案型
2995,單純原被告各一
